time,flux
0.0,0.09934283060224654
0.20040080160320642,0.035263325868649234
0.40080160320641284,0.2551207825187505
0.6012024048096193,0.4923583281701849
0.8016032064128257,0.20234701933258498
1.0020040080160322,0.26278830566419453
1.2024048096192386,0.6846694504963918
1.402805611222445,0.5800635943931995
1.6032064128256514,0.3887412773582791
1.8036072144288577,0.6452952854672799
2.0040080160320644,0.4961199255969101
2.2044088176352705,0.5453446427474637
2.404809619238477,0.7340402401010481
2.6052104208416833,0.34743213788858596
2.80561122244489,0.4266521406741743
3.006012024048096,0.6976682142960521
3.2064128256513027,0.6428394899225144
3.4068136272545093,0.940185362786661
3.6072144288577155,0.7241849326281148
3.807615230460922,0.648193783384468
4.008016032064129,1.244961454328207
4.208416833667335,0.9240821064684908
4.408817635270541,0.9963081949385991
4.609218436873747,0.7075238752938076
4.809619238476954,0.8893353773360515
5.01002004008016,1.0221795633452793
5.210420841683367,0.7676171011421672
5.410821643286574,1.0668224744943386
5.61122244488978,0.8614927710253638
5.811623246492986,0.9093298520361294
6.012024048096192,0.8295411099760177
6.212424849699399,1.2987881126049192
6.412825651302605,0.9004046758267571
6.613226452905812,0.6627551459607028
6.813627254509019,1.0065352342582568
7.014028056112225,0.5622500210469601
7.214428857715431,0.8093886385123359
7.414829659318637,0.33383748370884675
7.615230460921844,0.4154141112863799
7.81563126252505,0.6730048024282737
8.016032064128257,0.7313964178186086
8.216432865731463,0.5657344560461324
8.41683366733467,0.4539829961549214
8.617234468937877,0.3606532687282586
8.817635270541082,0.06726330578257927
9.01803607214429,0.1596543452761753
9.218436873747494,0.15094784797797098
9.418837675350701,0.3929893067729166
9.619238476953909,0.18805835135644286
9.819639278557114,-0.29597635411289175
10.02004008016032,0.05852105860872312
10.220440881763528,-0.14621465754093727
10.420841683366733,-0.267210878720094
10.62124248496994,-0.07159715260063462
10.821643286573147,-0.049070005310011405
11.022044088176353,-0.12933991119283403
11.22244488977956,-0.5425149565066903
11.422845691382767,-0.4941048563692277
11.623246492985972,-0.42188784008468283
11.823647294589179,-0.3469754519630849
12.024048096192384,-0.6897153358565767
12.224448897795591,-0.6804551193569719
12.424849699398798,-0.9114840685121257
12.625250501002004,-0.9736172517031787
12.82565130260521,-0.6131197452893165
13.026052104208418,-0.5425525728429947
13.226452905811623,-0.8631536913854135
13.42685370741483,-0.679633106526823
